lig_id,ligand_name,SMILES,exp_id,ref,substrate_comb,metal,substrate_1,substrate_2,solvent,temperature,"substrate_1_amount (gas: bar, liqu: mmol, solid: g)",substrate_2_amount,base,base_equiv_to_cat,additive,additive_equiv,substrate_ratio,volume_ml,activity_kg_mol,yield,mn,time_hr,incorporatio_ratio,ton,,,,,,,,
22,p-c-9,COC1=CC(CN(C2)C=CN2CCCP(C3=CC=CC=C3)C4=CC=CC=C4)=CC=C1,86,Inorganica Chimica Acta 357 (2004) 4313–4321,Aryl halidePhenylboronic acid,Pd,Aryl halide,Phenylboronic acid,dioxane,80,1,1.5,cs2co3,400,,,0.666666667,3,,83,,16,,,,,,,,,,
23,p-c-10,ferrocene-based,87,Journal of Molecular Catalysis A: Chemical 259 (2006) 7–10,Aryl halidePhenylboronic acid,Pd,Aryl halide,Phenylboronic acid,dioxane,80,1,1.5,cs2co3,400,,,0.666666667,2,,96,,1,,,,,,,,,,
24,p-c-11,ferrocene-based,88,Journal of Molecular Catalysis A: Chemical 259 (2006) 7–10,Aryl halidePhenylboronic acid,Pd,Aryl halide,Phenylboronic acid,dioxane,80,1,1.5,cs2co3,400,,,0.666666667,2,,94,,1.5,,,,,,,,,,
25,p-c-12,ferrocene-based,89,Journal of Molecular Catalysis A: Chemical 259 (2006) 7–10,Aryl halidePhenylboronic acid,Pd,Aryl halide,Phenylboronic acid,dioxane,80,1,1.5,cs2co3,400,,,0.666666667,2,,97,,1.5,,,,,,,,,,
26,p-c-13,ferrocene-based,90,Journal of Molecular Catalysis A: Chemical 259 (2006) 7–10,Aryl halidePhenylboronic acid,Pd,Aryl halide,Phenylboronic acid,dioxane,80,1,1.5,cs2co3,400,,,0.666666667,2,,85,,3,,,,,,,,,,
42,p-p-16,COC1=CC=CC=C1[P]CC[P]C2=CC=CC=C2OC,91,"Chem. Commun., 1998, 2689–2690",oct-1-eneH2,Ni,oct-1-ene,H2,MeOH,50,50,50,,,,,1,20,,,,1,,220,,,,,,,,
43,p-p-17,COC1=CC=CC=C1[P]CCC[P]C2=C(OC)C=CC=C2,92,"Chem. Commun., 1998, 2689–2690",oct-1-eneH2,Ni,oct-1-ene,H2,MeOH,50,50,50,,,,,1,20,,,,1,,350,,,,,,,,
12,p-p-4,P(CCP(C1CCCCC1)C2CCCCC2)(C3CCCCC3)C4CCCCC4,93,"Chem. Commun., 1998, 2689–2690",oct-1-eneH2,Ni,oct-1-ene,H2,MeOH,25,50,50,,,,,1,20,,,,1,,460,,,,,,,,
13,p-p-5,P(CCCP(C1CCCCC1)C2CCCCC2)(C3CCCCC3)C4CCCCC4,94,"Chem. Commun., 1998, 2689–2690",oct-1-eneH2,Ni,oct-1-ene,H2,MeOH,25,50,50,,,,,1,20,,,,1,,350,,,,,,,,
46,p-p-20,CC1=CC=CC([P]CC[P]C2=CC(C)=CC=C2)=C1,95,"Chem. Commun., 1998, 2689–2690",oct-1-eneH2,Ni,oct-1-ene,H2,MeOH,50,50,50,,,,,1,20,,,,1,,0,,,,,,,,
47,p-p-21,COC1=CC=CC([P]CCC[P]C2=CC=CC(OC)=C2)=C1,96,"Chem. Commun., 1998, 2689–2690",oct-1-eneH2,Ni,oct-1-ene,H2,EtOH,50,50,50,,,,,1,20,,,,1,,0,,,,,,,,
48,p-p-22,COC(C=C1)=CC=C1[P]CCC[P]C2=CC=C(OC)C=C2,97,"Chem. Commun., 1998, 2689–2690",oct-1-eneH2,Ni,oct-1-ene,H2,EtOH,50,50,50,,,,,1,20,,,,1,,0,,,,,,,,
49,p-c-14,ferrocene-based,98,"Dalton Trans., 2008, 938-945",4-bromotoluenemorpholine,Pd,4-bromotoluene,morpholine,dioxane,25,5,6,NaOtBu,750,,,0.83,10,,94,,24,,,,,,,,,,
50,p-c-15,ferrocene-based,99,"Dalton Trans., 2008, 938-945",4-bromotoluenemorpholine,Pd,4-bromotoluene,morpholine,dioxane,25,5,6,NaOtBu,750,,,0.83,10,,96,,24,,,,,,,,,,
23,p-c-10,ferrocene-based,100,"Dalton Trans., 2008, 938-945",4-bromotoluenemorpholine,Pd,4-bromotoluene,morpholine,dioxane,25,5,6,NaOtBu,750,,,0.83,10,,99,,16,,,,,,,,,,
24,p-c-11,ferrocene-based,101,"Dalton Trans., 2008, 938-945",4-bromotoluenemorpholine,Pd,4-bromotoluene,morpholine,dioxane,25,5,6,NaOtBu,750,,,0.83,10,,99,,16,,,,,,,,,,
51,p-c-16,ferrocene-based,102,"Dalton Trans., 2008, 938-945",4-bromotoluenemorpholine,Pd,4-bromotoluene,morpholine,dioxane,25,5,6,NaOtBu,750,,,0.83,10,,96,,24,,,,,,,,,,
25,p-c-12,ferrocene-based,103,"Dalton Trans., 2008, 938-945",4-bromotoluenemorpholine,Pd,4-bromotoluene,morpholine,dioxane,25,5,6,NaOtBu,750,,,0.83,10,,98,,24,,,,,,,,,,
52,p-c-17,ferrocene-based,104,"Dalton Trans., 2008, 938-945",4-bromotoluenemorpholine,Pd,4-bromotoluene,morpholine,dioxane,25,5,6,NaOtBu,750,,,0.83,10,,99,,16,,,,,,,,,,
53,p-c-18,C1(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1N4CN(C5=CC=CC=C5)C=C4,105,"Synlett 2006, No. 8, 1193–1196",PhInorbonene,Pd,PhI,norbonene,DMSO,120,1,3.4,NEt3,760,"tBuOK,HCOOH","1,600",0.29,5,,91,,2,,,,,,,,,,
54,p-c-19,CC1=CC(C)=CC(C)=C1N(C=C2)CN2C3=CC=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5,106,"Synlett 2006, No. 8, 1193–1196",PhInorbonene,Pd,PhI,norbonene,DMSO,120,1,3.4,NEt3,760,tBuOK,"1,600",0.29,5,,95,,2,,,,,,,,,,
55,p-c-20,CC(C)C1=CC=CC(C(C)C)=C1N(C=C2)CN2C3=CC=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5,107,"Synlett 2006, No. 8, 1193–1196",PhInorbonene,Pd,PhI,norbonene,DMSO,120,1,3.4,NEt3,760,tBuOK,"1,600",0.29,5,,89,,2,,,,,,,,,,
54,p-c-19,CC1=CC(C)=CC(C)=C1N(C=C2)CN2C3=CC=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5,108,"Synlett 2006, No. 8, 1193–1196",PhInorbonene,Pd,PhI,norbonene,DMF,120,1,3.4,NEt3,760,tBuOK,"1,600",0.29,5,,87,,,,,,,,,,,,
54,p-c-19,CC1=CC(C)=CC(C)=C1N(C=C2)CN2C3=CC=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5,109,"Synlett 2006, No. 8, 1193–1196",PhInorbonene,Pd,PhI,norbonene,DMAc,120,1,3.4,NEt3,760,tBuOK,"1,600",0.29,5,,84,,,,,,,,,,,,
54,p-c-19,CC1=CC(C)=CC(C)=C1N(C=C2)CN2C3=CC=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5,110,"Synlett 2006, No. 8, 1193–1196",PhInorbonene,Pd,PhI,norbonene,toluene,120,1,3.4,NEt3,760,tBuOK,"1,600",0.29,5,,71,,,,,,,,,,,,
54,p-c-19,CC1=CC(C)=CC(C)=C1N(C=C2)CN2C3=CC=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5,111,"Synlett 2006, No. 8, 1193–1196",PhInorbonene,Pd,PhI,norbonene,MeCN,120,1,3.4,NEt3,760,tBuOK,"1,600",0.29,5,,70,,,,,,,,,,,,
54,p-c-19,CC1=CC(C)=CC(C)=C1N(C=C2)CN2C3=CC=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5,112,"Synlett 2006, No. 8, 1193–1196",PhInorbonene,Pd,PhI,norbonene,DMSO,120,1,3.4,i-Pr2NEt,760,tBuOK,"1,600",0.29,5,,87,,,,,,,,,,,,
54,p-c-19,CC1=CC(C)=CC(C)=C1N(C=C2)CN2C3=CC=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5,113,"Synlett 2006, No. 8, 1193–1196",PhInorbonene,Pd,PhI,norbonene,DMSO,120,1,3.4,HCO2NH4,760,tBuOK,"1,600",0.29,5,,71,,,,,,,,,,,,
56,p-c-21,CC(N1C=C(C2=CC=CC=C2)N([C@H]3[C@H](NP(C4=CC=CC=C4)C5=CC=CC=C5)CCCC3)C1)C,114,Journal of Organometallic Chemistry 690 (2005) 5822–5831,"(E)-1,3-diphenylprop-3-en-1-yl acetatedimethylmalonate",Pd,"(E)-1,3-diphenylprop-3-en-1-yl acetate",dimethylmalonate,dcm,25,0.2,0.6,,,"BSA,KOAc","116,0.8",0.333,1,,98,,5,,,,,,,,,,
57,p-c-22,CC(N1C=C(C2=CC=CC=C2)N([C@H]3[C@H](NP(C4=C(C)C=C(C)C=C4C)C5=C(C)C=C(C)C=C5C)CCCC3)C1)C,115,Journal of Organometallic Chemistry 690 (2005) 5822–5831,"(E)-1,3-diphenylprop-3-en-1-yl acetatedimethylmalonate",Pd,"(E)-1,3-diphenylprop-3-en-1-yl acetate",dimethylmalonate,dcm,25,0.2,0.6,,,"BSA,KOAc","116,0.8",0.333,1,,70,,5,,,,,,,,,,
58,p-c-23,N1(C(C2=CC=CC=C2)C3=CC=CC=C3)C=C(C4=CC=CC=C4)N([C@H]5[C@H](NP(C6=CC=CC=C6)C7=CC=CC=C7)CCCC5)C1,116,Journal of Organometallic Chemistry 690 (2005) 5822–5831,"(E)-1,3-diphenylprop-3-en-1-yl acetatedimethylmalonate",Pd,"(E)-1,3-diphenylprop-3-en-1-yl acetate",dimethylmalonate,dcm,25,0.2,0.6,,,"BSA,KOAc","116,0.8",0.333,1,,98,,5,,,,,,,,,,
59,p-c-24,CC1=CC(C)=CC(C)=C1P(C2=C(C)C=C(C)C=C2C)N[C@H](CCCC3)[C@@H]3N4CN(C(C5=CC=CC=C5)C6=CC=CC=C6)C=C4C7=CC=CC=C7,117,Journal of Organometallic Chemistry 690 (2005) 5822–5831,"(E)-1,3-diphenylprop-3-en-1-yl acetatedimethylmalonate",Pd,"(E)-1,3-diphenylprop-3-en-1-yl acetate",dimethylmalonate,dcm,25,0.2,0.6,,,"BSA,KOAc","116,0.8",0.333,1,,64,,5,,,,,,,,,,
60,p-c-25,CCCN1C=C(C2=CC=CC=C2)N([C@H]3[C@H](NP(C4=CC=CC=C4)C5=CC=CC=C5)CCCC3)C1,118,Journal of Organometallic Chemistry 690 (2005) 5822–5831,"(E)-1,3-diphenylprop-3-en-1-yl acetatedimethylmalonate",Pd,"(E)-1,3-diphenylprop-3-en-1-yl acetate",dimethylmalonate,dcm,25,0.2,0.6,,,"BSA,KOAc","116,0.8",0.333,1,,98,,5,,,,,,,,,,
61,p-c-26,CC(N1C=C(C2=CC=CC=C2)N([C@H]3[C@H](NP4OC5=CC=CC=C5C6=CC=CC=C6O4)CCCC3)C1)C,119,Journal of Organometallic Chemistry 690 (2005) 5822–5831,"(E)-1,3-diphenylprop-3-en-1-yl acetatedimethylmalonate",Pd,"(E)-1,3-diphenylprop-3-en-1-yl acetate",dimethylmalonate,dcm,25,0.2,0.6,,,"BSA,KOAc","116,0.8",0.333,1,,97,,5,,,,,,,,,,
62,p-c-27,CC(N1C=C(C2=CC=CC=C2)N([C@H]3[C@H](NP(OC4=[C@@]5C(C=CC=C6)=C6C=C4)OC7=[C@@]5C8=C(C=CC=C8)C=C7)CCCC3)C1)C,120,Journal of Organometallic Chemistry 690 (2005) 5822–5831,"(E)-1,3-diphenylprop-3-en-1-yl acetatedimethylmalonate",Pd,"(E)-1,3-diphenylprop-3-en-1-yl acetate",dimethylmalonate,dcm,25,0.2,0.6,,,"BSA,KOAc","116,0.8",0.333,1,,95,,5,,,,,,,,,,
63,p-c-28,CC(N1C=C(C2=CC=CC=C2)N([C@H]3[C@H](NP(OC4=[C@@]5C(C=CC=C6)=C6C=C4)OC7=[C@@]5C8=C(C=CC=C8)C=C7)CCCC3)C1)C,121,Journal of Organometallic Chemistry 690 (2005) 5822–5831,"(E)-1,3-diphenylprop-3-en-1-yl acetatedimethylmalonate",Pd,"(E)-1,3-diphenylprop-3-en-1-yl acetate",dimethylmalonate,dcm,25,0.2,0.6,,,"BSA,KOAc","116,0.8",0.333,1,,86,,5,,,,,,,,,,
73,n-o-1,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C([H])C=C1[H],122,"Organometallics 1998, 17, 3149-3151",ethylenenone,Ni,ethylene,none,toluene,25,7.09275,none,,,,,,90,40.404,,4000,0.66,none,,,,,,,,,
73,n-o-1,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C([H])C=C1[H],123,"Organometallics 1998, 17, 3149-3152",ethylenenone,Ni,ethylene,none,toluene,25,14.1855,none,,,,,,90,48.485,,10000,0.66,none,,,,,,,,,
74,n-o-2,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C([H])C=C1C(C)(C)C,124,"Organometallics 1998, 17, 3149-3153",ethylenenone,Ni,ethylene,none,toluene,25,7.09275,none,,,,,,90,70.707,,114000,0.66,none,,,,,,,,,
75,n-o-3,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C([H])C=C1C3=CC=CC=C3,125,"Organometallics 1998, 17, 3149-3154",ethylenenone,Ni,ethylene,none,toluene,25,7.09275,none,,,,,,90,123.232,,23500,0.66,none,,,,,,,,,
75,n-o-3,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C([H])C=C1C3=CC=CC=C3,126,"Organometallics 1998, 17, 3149-3155",ethylenenone,Ni,ethylene,none,toluene,0,7.09275,none,,,,,,90,200.000,,242000,0.66,none,,,,,,,,,
76,n-o-4,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=CC=C1C3=CC4=CC=CC=C4C5=CC=CC=C53,127,"Organometallics 1998, 17, 3149-3156",ethylenenone,Ni,ethylene,none,toluene,25,7.09275,none,,,,,,90,373.333,,37700,0.25,none,,,,,,,,,
76,n-o-4,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=CC=C1C3=CC4=CC=CC=C4C5=CC=CC=C53,128,"Organometallics 1998, 17, 3149-3157",ethylenenone,Ni,ethylene,none,toluene,25,7.09275,none,,,,,,90,373.333,,29500,0.25,none,,,,,,,,,
77,n-o-5,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=CC=C1C3=C4C=CC=CC4=CC5=CC=CC=C35,129,"Organometallics 1998, 17, 3149-3158",ethylenenone,Ni,ethylene,none,toluene,25,7.09275,none,,,,,,90,394.667,,54000,0.25,none,,,,,,,,,
78,n-o-6,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C(OC)C=C1[H],130,"Organometallics 1998, 17, 3149-3159",ethylenenone,Ni,ethylene,none,toluene,25,7.09275,none,,,,,,90,20.202,,73000,0.66,none,,,,,,,,,
79,n-o-7,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C([N+]([O-])=O)C=C1[H],131,"Organometallics 1998, 17, 3149-3160",ethylenenone,Ni,ethylene,none,toluene,25,7.09275,none,,,,,,90,383.838,,360000,0.66,none,,,,,,,,,
80,p-o-6,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=CC=CC=C3,132,"ACS Catal. 2018, 8, 5963−5976",ethylenenone,Ni,ethylene,none,toluene,70,10.1325,none,,,,,,100,210.000,,5600,0.33,none,,,,,,,,,
80,p-o-6,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=CC=CC=C3,133,"ACS Catal. 2018, 8, 5963−5976",ethylenenone,Ni,ethylene,none,toluene,90,10.1325,none,,,,,,100,9780.000,,3900,0.33,none,,,,,,,,,
81,p-o-7,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=C(C4=CC=C(C5=C(OC)C=CC=C5OC)C=C4)C=CC=C3,134,"ACS Catal. 2018, 8, 5963−5976",ethylenenone,Ni,ethylene,none,toluene,10,10.1325,none,,,,,,100,204.000,,90000,0.33,none,,,,,,,,,
81,p-o-7,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=C(C4=CC=C(C5=C(OC)C=CC=C5OC)C=C4)C=CC=C3,135,"ACS Catal. 2018, 8, 5963−5976",ethylenenone,Ni,ethylene,none,toluene,30,10.1325,none,,,,,,100,2940.000,,480000,0.33,none,,,,,,,,,
81,p-o-7,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=C(C4=CC=C(C5=C(OC)C=CC=C5OC)C=C4)C=CC=C3,136,"ACS Catal. 2018, 8, 5963−5976",ethylenenone,Ni,ethylene,none,toluene,50,10.1325,none,,,,,,100,6540.000,,241000,0.33,none,,,,,,,,,
81,p-o-7,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=C(C4=CC=C(C5=C(OC)C=CC=C5OC)C=C4)C=CC=C3,137,"ACS Catal. 2018, 8, 5963−5976",ethylenenone,Ni,ethylene,none,toluene,70,10.1325,none,,,,,,100,11100.000,,146000,0.33,none,,,,,,,,,
81,p-o-7,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=C(C4=CC=C(C5=C(OC)C=CC=C5OC)C=C4)C=CC=C3,138,"ACS Catal. 2018, 8, 5963−5976",ethylenenone,Ni,ethylene,none,toluene,90,10.1325,none,,,,,,100,10020.000,,9400,0.33,none,,,,,,,,,
82,p-o-8,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4)C=CC=C3,139,"ACS Catal. 2018, 8, 5963−5976",ethylenenone,Ni,ethylene,none,toluene,30,10.1325,none,,,,,,100,2100.000,,398000,0.33,none,,,,,,,,,
82,p-o-8,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4)C=CC=C3,140,"ACS Catal. 2018, 8, 5963−5976",ethylenenone,Ni,ethylene,none,toluene,50,10.1325,none,,,,,,100,5280.000,,206000,0.33,none,,,,,,,,,
82,p-o-8,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4)C=CC=C3,141,"ACS Catal. 2018, 8, 5963−5976",ethylenenone,Ni,ethylene,none,toluene,70,10.1325,none,,,,,,100,8400.000,,59000,0.33,none,,,,,,,,,
83,p-o-9,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C(C=C2)=CC=C2C3=CC=CC=C3)C4=C(C5=CC=CC=C5)C=CC=C4,142,"ACS Catal. 2018, 8, 5963−5976",ethylenenone,Ni,ethylene,none,toluene,30,10.1325,none,,,,,,100,660,,183000,0.33,none,,,,,,,,,
80,p-o-6,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=CC=CC=C3,143,"ACS Catal. 2018, 8, 5963−5976",ethylenenone,Ni,ethylene,none,toluene,70,10.1325,none,,,,,,100,5760,,3800,0.33,none,,,,,,,,,
84,p-o-10,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,144,"ACS Catal. 2018, 8, 5963−5976",ethylenenone,Ni,ethylene,none,toluene,70,10.1325,none,,,,,,100,6840,,3100,0.33,none,,,,,,,,,
80,p-o-6,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=CC=CC=C3,145,"ACS Catal. 2018, 8, 5963−5976",ethylenemethyl acrylate,Ni,ethylene,methyl acrylate,toluene,70,10,5,,,,,,50,3.2,,1200,1,5.4,,,,,,,,,
81,p-o-7,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=C(C4=CC=C(C5=C(OC)C=CC=C5OC)C=C4)C=CC=C3,146,"ACS Catal. 2018, 8, 5963−5976",ethylenemethyl acrylate,Ni,ethylene,methyl acrylate,toluene,70,10,10,,,,,,50,25.7,,9400,1,3.7,,,,,,,,,
81,p-o-7,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=C(C4=CC=C(C5=C(OC)C=CC=C5OC)C=C4)C=CC=C3,147,"ACS Catal. 2018, 8, 5963−5976",ethylenemethyl acrylate,Ni,ethylene,methyl acrylate,toluene,50,10,10,,,,,,50,26.3,,22600,1,2.2,,,,,,,,,
82,p-o-8,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4)C=CC=C3,148,"ACS Catal. 2018, 8, 5963−5976",ethylenemethyl acrylate,Ni,ethylene,methyl acrylate,toluene,50,10,10,,,,,,50,49.3,,21700,1,4.3,,,,,,,,,
83,p-o-9,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C(C=C2)=CC=C2C3=CC=CC=C3)C4=C(C5=CC=CC=C5)C=CC=C4,149,"ACS Catal. 2018, 8, 5963−5976",ethylenemethyl acrylate,Ni,ethylene,methyl acrylate,toluene,50,10,10,,,,,,50,100,,72400,1,0.5,,,,,,,,,
81,p-o-7,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=C(C4=CC=C(C5=C(OC)C=CC=C5OC)C=C4)C=CC=C3,150,"ACS Catal. 2018, 8, 5963−5976",ethylenemethyl acrylate,Ni,ethylene,methyl acrylate,toluene,30,10,5,,,,,,50,37,,10800,1,0.5,,,,,,,,,
81,p-o-7,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=C(C4=CC=C(C5=C(OC)C=CC=C5OC)C=C4)C=CC=C3,151,"ACS Catal. 2018, 8, 5963−5976",ethylenemethyl acrylate,Ni,ethylene,methyl acrylate,toluene,30,10,5,,,,,,50,24,,64400,1,0.5,,,,,,,,,
80,p-o-6,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=CC=CC=C3,152,"ACS Catal. 2018, 8, 5963−5976",ethylenebutyl acrylate,Ni,ethylene,butyl acrylate,toluene,70,10,10,,,,,,50,2.8,,1600,1,7.7,,,,,,,,,
81,p-o-7,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=C(C4=CC=C(C5=C(OC)C=CC=C5OC)C=C4)C=CC=C3,153,"ACS Catal. 2018, 8, 5963−5976",ethylenebutyl acrylate,Ni,ethylene,butyl acrylate,toluene,50,10,10,,,,,,50,50.2,,45300,1,1.9,,,,,,,,,
82,p-o-8,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4)C=CC=C3,154,"ACS Catal. 2018, 8, 5963−5976",ethylenebutyl acrylate,Ni,ethylene,butyl acrylate,toluene,50,10,10,,,,,,50,40.2,,30300,1,4,,,,,,,,,
83,p-o-9,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C(C=C2)=CC=C2C3=CC=CC=C3)C4=C(C5=CC=CC=C5)C=CC=C4,155,"ACS Catal. 2018, 8, 5963−5976",ethylenebutyl acrylate,Ni,ethylene,butyl acrylate,toluene,50,10,10,,,,,,50,53.6,,95800,1,0.7,,,,,,,,,
80,p-o-6,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=CC=CC=C3,x,"ACS Catal. 2018, 8, 5963−5976",ethyleneDMAA,Ni,ethylene,DMAA,toluene,70,10,5,,,,,,50,1.2,,3200,1,3.3,,,,,,,,,
81,p-o-7,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=C(C4=CC=C(C5=C(OC)C=CC=C5OC)C=C4)C=CC=C3,157,"ACS Catal. 2018, 8, 5963−5976",ethyleneDMAA,Ni,ethylene,DMAA,toluene,50,10,10,,,,,,50,8.9,,16300,1,1.2,,,,,,,,,
82,p-o-8,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4)C=CC=C3,158,"ACS Catal. 2018, 8, 5963−5976",ethyleneDMAA,Ni,ethylene,DMAA,toluene,50,10,10,,,,,,50,11.1,,23400,1,0.7,,,,,,,,,
83,p-o-9,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C(C=C2)=CC=C2C3=CC=CC=C3)C4=C(C5=CC=CC=C5)C=CC=C4,159,"ACS Catal. 2018, 8, 5963−5976",ethyleneDMAA,Ni,ethylene,DMAA,toluene,50,10,10,,,,,,50,20.2,,63200,1,0.5,,,,,,,,,
84,p-o-10,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,160,"ACS Catal. 2018, 8, 5963−5976",ethylenemethyl acrylate,Ni,ethylene,methyl acrylate,toluene,50,10,5,,,,,,50,0,,0,1,0,,,,,,,,,
84,p-o-10,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,161,"ACS Catal. 2018, 8, 5963−5976",ethylenemethyl acrylate,Ni,ethylene,methyl acrylate,toluene,70,10,5,,,,,,50,0,,0,1,0,,,,,,,,,
84,p-o-10,[O-]C(C(C(C)(C)C)=CC=C1)=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,162,"ACS Catal. 2018, 8, 5963−5976",ethylenemethyl acrylate,Ni,ethylene,methyl acrylate,toluene,70,10,5,,,,,,50,2.3,,0,1,13.6,,,,,,,,,
41,p-o-5,COC(C=CC=C1OC)=C1C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4S(=O)([O])=O,163,"ACS Catal. 2017, 7, 1308−1312",ethylenenone,Ni,ethylene,none,toluene,80,8.106,none,,,,,,50,3700,,3200,0.5,none,,,,,,,,,
85,p-o-11,O=S(C1=C([H])C=CC=C1P(C2=CC=CC=C2C3=C(OC)C=CC=C3OC)C4CCCCC4)(O)=O,164,"ACS Catal. 2017, 7, 1308−1312",ethylenenone,Ni,ethylene,none,toluene,80,8.106,none,,,,,,50,2300,,2900,0.5,none,,,,,,,,,
86,p-o-12,O=S(C1=C(C2=C(F)C(F)=C(F)C(F)=C2F)C=CC=C1P(C3=CC=CC=C3C4=C(OC)C=CC=C4OC)C5=CC=CC=C5)(O)=O,165,"ACS Catal. 2017, 7, 1308−1312",ethylenenone,Ni,ethylene,none,toluene,80,8.106,none,,,,,,50,3000,,1700,0.5,none,,,,,,,,,
87,p-o-13,O=S(C1=C([H])C=CC=C1P(C2=CC=CC=C2C3=C(OC)C=CC=C3OC)C(C)(C)C)(O)=O,166,"ACS Catal. 2017, 7, 1308−1312",ethylenenone,Ni,ethylene,none,toluene,80,8.106,none,,,,,,50,4500,,4700,0.5,none,,,,,,,,,
88,p-o-14,O=S(C1=C([Si](C)(C)C)C=CC=C1P(C2=CC=CC=C2C3=C(OC)C=CC=C3OC)C4=CC=CC=C4)(O)=O,167,"ACS Catal. 2017, 7, 1308−1312",ethylenenone,Ni,ethylene,none,toluene,80,8.106,none,,,,,,50,3200,,2900,0.5,none,,,,,,,,,
41,p-o-5,COC(C=CC=C1OC)=C1C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4S(=O)([O])=O,168,"ACS Catal. 2017, 7, 1308−1312",ethylenenone,Ni,ethylene,none,toluene,100,8.106,none,,,,,,50,3200,,2300,0.5,none,,,,,,,,,
